,class
2998,16
2999,18
3000,18
3001,18
3002,1
3003,18
3004,12
3005,18
3006,16
3007,18
3008,6
3009,18
3010,12
3011,12
3012,18
3013,1
3014,18
3015,16
3016,16
3017,18
3018,18
3019,18
3020,18
3021,12
3022,19
3023,18
3024,16
3025,16
3026,16
3027,18
3028,24
3029,18
3030,18
3031,18
3032,18
3033,18
3034,16
3035,18
3036,16
3037,1
3038,18
3039,1
3040,18
3041,19
3042,19
3043,18
3044,12
3045,16
3046,12
3047,18
3048,18
3049,17
3050,0
3051,19
3052,17
3053,0
3054,19
3055,27
3056,27
3057,27
3058,27
3059,27
3060,27
3061,27
3062,27
3063,27
3064,27
3065,27
3066,27
3067,27
3068,27
3069,27
3070,27
3071,27
3072,27
3073,27
3074,27
3075,27
3076,27
3077,27
3078,27
3079,27
3080,27
3081,27
3082,27
3083,27
3084,27
3085,27
3086,27
3087,27
3088,27
3089,27
3090,27
3091,27
3092,27
3093,27
3094,27
3095,27
3096,27
3097,27
3098,27
3099,27
3100,27
3101,27
3102,27
3103,24
3104,24
3105,24
3106,24
3107,26
3108,26
3109,26
3110,9
3111,26
3112,26
3113,26
3114,26
3115,9
3116,9
3117,9
3118,24
3119,24
3120,26
3121,24
3122,9
3123,26
3124,21
3125,24
3126,9
3127,24
3128,26
3129,26
3130,9
3131,19
3132,26
3133,26
3134,9
3135,9
3136,24
3137,26
3138,9
3139,26
3140,24
3141,26
3142,26
3143,16
3144,26
3145,26
3146,26
3147,6
3148,24
3149,9
3150,19
3151,9
3152,9
3153,9
3154,26
3155,26
3156,25
3157,19
3158,0
3159,25
3160,25
3161,25
3162,25
3163,25
3164,25
3165,25
3166,25
3167,25
3168,25
3169,25
3170,25
3171,25
3172,25
3173,25
3174,25
3175,25
3176,25
3177,25
3178,25
3179,2
3180,7
3181,7
3182,7
3183,7
3184,7
3185,7
3186,1
3187,7
3188,7
3189,7
3190,7
3191,7
3192,7
3193,7
3194,7
3195,7
3196,12
3197,7
3198,7
3199,7
3200,7
3201,7
3202,7
3203,7
3204,7
3205,7
3206,7
3207,7
3208,7
3209,7
3210,7
3211,7
3212,7
3213,7
3214,7
3215,7
3216,7
3217,7
3218,12
3219,18
3220,12
3221,1
3222,18
3223,18
3224,18
3225,18
3226,19
3227,18
3228,18
3229,1
3230,19
3231,18
3232,18
3233,24
3234,18
3235,12
3236,18
3237,19
3238,18
3239,18
3240,18
3241,18
3242,18
3243,18
3244,16
3245,24
3246,9
3247,18
3248,18
3249,18
3250,24
3251,18
3252,1
3253,18
3254,18
3255,18
3256,16
3257,18
3258,9
3259,18
3260,18
3261,18
3262,18
3263,18
3264,18
3265,18
3266,18
3267,7
3268,18
3269,16
3270,16
3271,18
3272,18
3273,18
3274,1
3275,16
3276,16
3277,18
3278,18
3279,18
3280,19
3281,16
3282,16
3283,18
3284,18
3285,18
3286,18
3287,18
3288,18
3289,18
3290,18
3291,12
3292,16
3293,24
3294,1
3295,19
3296,18
3297,18
3298,18
3299,18
3300,12
3301,18
3302,18
3303,18
3304,24
3305,18
3306,12
3307,24
3308,18
3309,12
3310,18
3311,18
3312,1
3313,18
3314,12
3315,1
3316,6
3317,16
3318,16
3319,16
3320,18
3321,18
3322,1
3323,18
3324,18
3325,18
3326,19
3327,1
3328,12
3329,16
3330,18
3331,16
3332,18
3333,16
3334,18
3335,18
3336,18
3337,18
3338,12
3339,18
3340,1
3341,16
3342,1
3343,18
3344,16
3345,18
3346,13
3347,19
3348,18
3349,18
3350,18
3351,19
3352,18
3353,18
3354,2
3355,18
3356,18
3357,19
3358,18
3359,26
3360,9
3361,26
3362,11
3363,11
3364,11
3365,11
3366,11
3367,11
3368,11
3369,11
3370,11
3371,11
3372,11
3373,11
3374,11
3375,11
3376,11
3377,8
3378,11
3379,11
3380,11
3381,11
3382,11
3383,11
3384,11
3385,11
3386,11
3387,11
3388,11
3389,11
3390,11
3391,11
3392,11
3393,11
3394,11
3395,11
3396,13
3397,11
3398,11
3399,11
3400,11
3401,13
3402,11
3403,11
3404,11
3405,11
3406,11
3407,11
3408,11
3409,11
3410,7
3411,7
3412,7
3413,7
3414,7
3415,7
3416,7
3417,19
3418,2
3419,21
3420,27
3421,27
3422,27
3423,27
3424,27
3425,27
3426,27
3427,27
3428,27
3429,27
3430,27
3431,27
3432,27
3433,27
3434,27
3435,27
3436,27
3437,27
3438,27
3439,27
3440,27
3441,8
3442,27
3443,27
3444,27
3445,27
3446,27
3447,27
3448,27
3449,27
3450,27
3451,16
3452,27
3453,27
3454,27
3455,27
3456,27
3457,27
3458,27
3459,27
3460,27
3461,27
3462,27
3463,27
3464,27
3465,2
3466,27
3467,27
3468,27
3469,27
3470,27
3471,27
3472,27
3473,27
3474,27
3475,19
3476,27
3477,27
3478,27
3479,27
3480,27
3481,27
3482,27
3483,27
3484,27
3485,27
3486,27
3487,27
3488,27
3489,27
3490,27
3491,27
3492,27
3493,27
3494,27
3495,27
3496,27
3497,27
3498,27
3499,27
3500,27
3501,27
3502,27
3503,27
3504,27
3505,27
3506,27
3507,27
3508,27
3509,27
3510,27
3511,27
3512,27
3513,27
3514,27
3515,27
3516,27
3517,27
3518,27
3519,27
3520,27
3521,27
3522,27
3523,27
3524,27
3525,27
3526,27
3527,27
3528,27
3529,27
3530,27
3531,27
3532,27
3533,27
3534,27
3535,27
3536,27
3537,27
3538,27
3539,27
3540,27
3541,27
3542,27
3543,27
3544,27
3545,27
3546,27
3547,0
3548,27
3549,27
3550,27
3551,27
3552,27
3553,27
3554,27
3555,27
3556,27
3557,19
3558,27
3559,27
3560,27
3561,0
3562,13
3563,27
3564,27
3565,27
3566,27
3567,27
3568,27
3569,27
3570,27
3571,27
3572,27
3573,27
3574,27
3575,27
3576,19
3577,19
3578,19
3579,0
3580,19
3581,17
3582,17
3583,17
3584,19
3585,17
3586,17
3587,21
3588,19
3589,17
3590,17
3591,19
3592,19
3593,17
3594,17
3595,19
3596,17
3597,17
3598,17
3599,19
3600,19
3601,0
3602,19
3603,19
3604,19
3605,19
3606,19
3607,1
3608,17
3609,19
3610,0
3611,0
3612,2
3613,3
3614,19
3615,19
3616,17
3617,0
3618,3
3619,17
3620,19
3621,17
3622,1
3623,19
3624,3
3625,6
3626,19
3627,17
3628,19
3629,19
3630,0
3631,19
3632,19
3633,19
3634,19
3635,19
3636,17
3637,19
3638,17
3639,17
3640,17
3641,16
3642,19
3643,21
3644,17
3645,19
3646,17
3647,3
3648,17
3649,19
3650,19
3651,0
3652,19
3653,17
3654,19
3655,19
3656,17
3657,19
3658,17
3659,0
3660,17
3661,19
3662,3
3663,19
3664,19
3665,19
3666,17
3667,19
3668,0
3669,19
3670,17
3671,19
3672,0
3673,19
3674,19
3675,17
3676,3
3677,19
3678,19
3679,0
3680,19
3681,19
3682,19
3683,1
3684,3
3685,19
3686,3
3687,24
3688,19
3689,19
3690,17
3691,19
3692,9
3693,19
3694,0
3695,19
3696,19
3697,19
3698,17
3699,19
3700,19
3701,17
3702,17
3703,17
3704,17
3705,17
3706,7
3707,7
3708,7
3709,7
3710,21
3711,7
3712,7
3713,7
3714,7
3715,7
3716,7
3717,7
3718,7
3719,7
3720,7
3721,7
3722,7
3723,7
3724,7
3725,7
3726,7
3727,7
3728,7
3729,7
3730,9
3731,9
3732,9
3733,9
3734,2
3735,6
3736,9
3737,19
3738,9
3739,26
3740,26
3741,9
3742,26
3743,4
3744,9
3745,9
3746,24
3747,26
3748,9
3749,9
3750,9
3751,26
3752,25
3753,25
3754,25
3755,12
3756,26
3757,6
3758,26
3759,26
3760,26
3761,26
3762,26
3763,26
3764,26
3765,26
3766,26
3767,26
3768,26
3769,26
3770,26
3771,26
3772,17
3773,26
3774,26
3775,26
3776,9
3777,13
3778,26
3779,26
3780,26
3781,26
3782,7
3783,26
3784,26
3785,26
3786,26
3787,26
3788,17
3789,17
3790,26
3791,26
3792,19
3793,26
3794,26
3795,26
3796,26
3797,26
3798,26
3799,26
3800,26
3801,26
3802,26
3803,26
3804,26
3805,26
3806,12
3807,12
3808,26
3809,26
3810,26
3811,26
3812,26
3813,9
3814,26
3815,19
3816,26
3817,26
3818,19
3819,1
3820,18
3821,18
3822,16
3823,1
3824,1
3825,18
3826,18
3827,19
3828,24
3829,16
3830,24
3831,1
3832,18
3833,18
3834,1
3835,18
3836,13
3837,18
3838,1
3839,1
3840,18
3841,1
3842,16
3843,18
3844,7
3845,16
3846,1
3847,24
3848,16
3849,16
3850,18
3851,24
3852,13
3853,19
3854,18
3855,18
3856,18
3857,1
3858,1
3859,16
3860,12
3861,18
3862,18
3863,1
3864,18
3865,19
3866,26
3867,26
3868,17
3869,3
3870,3
3871,3
3872,3
3873,3
3874,3
3875,19
3876,17
3877,3
3878,25
3879,0
3880,25
3881,25
3882,25
3883,25
3884,19
3885,2
3886,25
3887,25
3888,25
3889,25
3890,25
3891,25
3892,25
3893,25
3894,25
3895,25
3896,16
3897,24
3898,25
3899,25
3900,25
3901,25
3902,25
3903,25
3904,25
3905,2
3906,25
3907,19
3908,24
3909,1
3910,0
3911,19
3912,19
3913,19
3914,19
3915,19
3916,9
3917,17
3918,19
3919,19
3920,20
3921,19
3922,24
3923,19
3924,17
3925,17
3926,19
3927,19
3928,19
3929,6
3930,24
3931,17
3932,19
3933,17
3934,0
3935,11
3936,11
3937,11
3938,11
3939,11
3940,11
3941,11
3942,11
3943,11
3944,9
3945,26
3946,6
3947,26
3948,6
3949,9
3950,26
3951,26
3952,6
3953,24
3954,7
3955,26
3956,11
3957,9
3958,6
3959,19
3960,6
3961,6
3962,9
3963,6
3964,6
3965,26
3966,19
3967,19
3968,17
3969,17
3970,3
3971,17
3972,19
3973,6
3974,19
3975,17
3976,12
3977,19
3978,19
3979,19
3980,17
3981,9
3982,17
3983,19
3984,17
3985,19
3986,19
3987,19
3988,19
3989,19
3990,19
3991,17
3992,13
3993,0
3994,19
3995,17
3996,6
3997,17
3998,19
3999,19
4000,15
4001,15
4002,15
4003,15
4004,15
4005,15
4006,15
4007,15
4008,15
4009,15
4010,15
4011,15
4012,15
4013,15
4014,15
4015,15
4016,15
4017,15
4018,15
4019,15
4020,15
4021,15
4022,15
4023,15
4024,16
4025,15
4026,15
4027,15
4028,15
4029,15
4030,3
4031,3
4032,3
4033,3
4034,3
4035,3
4036,27
4037,27
4038,27
4039,27
4040,27
4041,27
4042,27
4043,27
4044,27
4045,27
4046,27
4047,27
4048,27
4049,27
4050,27
4051,27
4052,27
4053,27
4054,27
4055,19
4056,27
4057,27
4058,27
4059,27
4060,27
4061,27
4062,19
4063,27
4064,27
4065,27
4066,27
4067,27
4068,27
4069,27
4070,27
4071,27
4072,27
4073,27
4074,27
4075,27
4076,27
4077,27
4078,27
4079,27
4080,27
4081,27
4082,27
4083,27
4084,27
4085,27
4086,27
4087,27
4088,27
4089,27
4090,27
4091,27
4092,27
4093,27
4094,27
4095,27
4096,27
4097,27
4098,27
4099,27
4100,27
4101,27
4102,27
4103,3
4104,3
4105,17
4106,17
4107,17
4108,3
4109,17
4110,3
4111,3
4112,17
4113,17
4114,3
4115,3
4116,17
4117,3
4118,3
4119,3
4120,17
4121,17
4122,3
4123,3
4124,3
4125,3
4126,17
4127,3
4128,3
4129,3
4130,3
4131,3
4132,3
4133,17
4134,3
4135,19
4136,3
4137,3
4138,3
4139,19
4140,3
4141,3
4142,3
4143,3
4144,19
4145,19
4146,3
4147,3
4148,17
4149,3
4150,19
4151,17
4152,3
4153,3
4154,3
4155,3
4156,3
4157,13
4158,9
4159,26
4160,26
4161,26
4162,24
4163,9
4164,9
4165,9
4166,19
4167,24
4168,26
4169,9
4170,9
4171,24
4172,9
4173,26
4174,24
4175,26
4176,9
4177,19
4178,26
4179,9
4180,24
4181,24
4182,24
4183,26
4184,24
4185,26
4186,26
4187,26
4188,26
4189,26
4190,24
4191,24
4192,24
4193,26
4194,19
4195,26
4196,19
4197,9
4198,9
4199,9
4200,26
4201,9
4202,9
4203,24
4204,9
4205,24
4206,24
4207,26
4208,9
4209,26
4210,9
4211,24
4212,26
4213,9
4214,24
4215,24
4216,26
4217,9
4218,9
4219,6
4220,9
4221,26
4222,26
4223,26
4224,9
4225,26
4226,26
4227,26
4228,26
4229,26
4230,24
4231,26
4232,26
4233,26
4234,26
4235,9
4236,26
4237,26
4238,26
4239,26
4240,26
4241,9
4242,1
4243,9
4244,24
4245,26
4246,26
4247,9
4248,9
4249,26
4250,9
4251,26
4252,9
4253,26
4254,9
4255,24
4256,24
4257,26
4258,26
4259,26
4260,26
4261,9
4262,26
4263,24
4264,26
4265,26
4266,26
4267,26
4268,26
4269,26
4270,9
4271,26
4272,24
4273,24
4274,24
4275,26
4276,26
4277,19
4278,26
4279,26
4280,9
4281,24
4282,26
4283,26
4284,9
4285,26
4286,9
4287,9
4288,26
4289,9
4290,19
4291,9
4292,26
4293,9
4294,19
4295,26
4296,9
4297,26
4298,19
4299,24
4300,26
4301,26
4302,9
4303,9
4304,9
4305,19
4306,19
4307,19
4308,26
4309,26
4310,9
4311,9
4312,24
4313,26
4314,26
4315,26
4316,10
4317,22
4318,10
4319,10
4320,10
4321,10
4322,10
4323,10
4324,22
4325,10
4326,22
4327,22
4328,22
4329,10
4330,10
4331,10
4332,10
4333,10
4334,4
4335,10
4336,26
4337,19
4338,1
4339,6
4340,26
4341,9
4342,9
4343,9
4344,9
4345,1
4346,9
4347,9
4348,9
4349,9
4350,26
4351,24
4352,24
4353,26
4354,26
4355,9
4356,26
4357,9
4358,19
4359,24
4360,9
4361,26
4362,9
4363,9
4364,26
4365,26
4366,26
4367,6
4368,9
4369,19
4370,24
4371,24
4372,9
4373,26
4374,19
4375,6
4376,9
4377,26
4378,26
4379,24
4380,6
4381,24
4382,9
4383,26
4384,26
4385,26
4386,26
4387,26
4388,26
4389,9
4390,9
4391,26
4392,26
4393,26
4394,9
4395,24
4396,24
4397,26
4398,26
4399,9
4400,24
4401,9
4402,9
4403,9
4404,24
4405,26
4406,26
4407,24
4408,9
4409,26
4410,9
4411,9
4412,9
4413,24
4414,9
4415,26
4416,26
4417,9
4418,19
4419,9
4420,9
4421,9
4422,9
4423,26
4424,26
4425,19
4426,26
4427,9
4428,24
4429,24
4430,26
4431,24
4432,9
4433,24
4434,9
4435,9
4436,26
4437,26
4438,26
4439,26
4440,6
4441,24
4442,24
4443,26
4444,24
4445,9
4446,26
4447,9
4448,26
4449,26
4450,26
4451,26
4452,26
4453,24
4454,26
4455,9
4456,24
4457,26
4458,9
4459,24
4460,26
4461,26
4462,9
4463,9
4464,19
4465,26
4466,24
4467,24
4468,24
4469,26
4470,26
4471,9
4472,9
4473,26
4474,9
4475,26
4476,26
4477,27
4478,27
4479,27
4480,27
4481,27
4482,27
4483,27
4484,27
4485,27
4486,27
4487,27
4488,27
4489,27
4490,27
4491,19
4492,24
4493,9
4494,24
4495,27
4496,27
4497,27
4498,27
4499,2
4500,27
4501,6
4502,27
4503,27
4504,27
4505,27
4506,27
4507,27
4508,27
4509,27
4510,27
4511,27
4512,27
4513,27
4514,27
4515,27
4516,27
4517,27
4518,27
4519,27
4520,27
4521,27
4522,27
4523,27
4524,27
4525,27
4526,27
4527,27
4528,27
4529,27
4530,27
4531,27
4532,27
4533,27
4534,7
4535,7
4536,12
4537,7
4538,7
4539,7
4540,7
4541,7
4542,12
4543,7
4544,7
4545,7
4546,12
4547,7
4548,7
4549,7
4550,7
4551,7
4552,7
4553,7
4554,7
4555,7
4556,24
4557,7
4558,7
4559,7
4560,7
4561,12
4562,17
4563,7
4564,7
4565,7
4566,7
4567,7
4568,7
4569,7
4570,7
4571,7
4572,7
4573,7
4574,7
4575,7
4576,7
4577,7
4578,7
4579,7
4580,7
4581,7
4582,7
4583,7
4584,7
4585,7
4586,7
4587,7
4588,7
4589,7
4590,7
4591,7
4592,7
4593,7
4594,7
4595,7
4596,7
4597,7
4598,7
4599,7
4600,7
4601,7
4602,7
4603,7
4604,12
4605,7
4606,21
4607,12
4608,12
4609,14
4610,14
4611,2
4612,6
4613,14
4614,14
4615,14
4616,14
4617,14
4618,14
4619,14
4620,14
4621,2
4622,2
4623,2
4624,2
4625,2
4626,14
4627,14
4628,14
4629,14
4630,2
4631,14
4632,14
4633,2
4634,14
4635,2
4636,2
4637,14
4638,14
4639,14
4640,14
4641,2
4642,14
4643,14
4644,6
4645,2
4646,14
4647,6
4648,2
4649,14
4650,14
4651,14
4652,2
4653,14
4654,2
4655,14
4656,14
4657,6
4658,6
4659,14
4660,14
4661,14
4662,14
4663,14
4664,24
4665,14
4666,14
4667,2
4668,14
4669,14
4670,14
4671,14
4672,2
4673,14
4674,14
4675,14
4676,14
4677,6
4678,3
4679,3
4680,3
4681,3
4682,3
4683,3
4684,3
4685,17
4686,3
4687,3
4688,19
4689,3
4690,3
4691,3
4692,17
4693,3
4694,17
4695,3
4696,3
4697,3
4698,3
4699,3
4700,3
4701,3
4702,19
4703,19
4704,3
4705,17
4706,17
4707,3
4708,17
4709,26
4710,26
4711,26
4712,9
4713,19
4714,24
4715,9
4716,19
4717,9
4718,26
4719,24
4720,9
4721,26
4722,26
4723,26
4724,9
4725,6
4726,9
4727,24
4728,9
4729,0
4730,19
4731,19
4732,19
4733,9
4734,19
4735,19
4736,17
4737,17
4738,1
4739,19
4740,3
4741,1
4742,21
4743,19
4744,1
4745,17
4746,0
4747,19
4748,0
4749,19
4750,19
4751,19
4752,19
4753,19
4754,19
4755,17
4756,17
4757,0
4758,17
4759,19
4760,3
4761,9
4762,19
4763,0
4764,9
4765,1
4766,19
4767,19
4768,6
4769,16
4770,12
4771,1
4772,18
4773,12
4774,9
4775,18
4776,19
4777,18
4778,1
4779,18
4780,18
4781,16
4782,18
4783,18
4784,18
4785,18
4786,18
4787,16
4788,18
4789,9
4790,19
4791,18
4792,18
4793,18
4794,18
4795,18
4796,1
4797,16
4798,18
4799,18
4800,18
4801,18
4802,18
4803,18
4804,6
4805,16
4806,18
4807,1
4808,7
4809,12
4810,18
4811,18
4812,12
4813,18
4814,18
4815,1
4816,18
4817,18
4818,18
4819,18
4820,18
4821,18
4822,18
4823,18
4824,16
4825,18
4826,9
4827,18
4828,12
4829,18
4830,18
4831,18
4832,19
4833,1
4834,18
4835,16
4836,18
4837,18
4838,18
4839,18
4840,18
4841,18
4842,19
4843,18
4844,18
4845,14
4846,14
4847,14
4848,6
4849,14
4850,14
4851,14
4852,14
4853,14
4854,14
4855,14
4856,14
4857,14
4858,14
4859,14
4860,14
4861,14
4862,14
4863,2
4864,14
4865,14
4866,14
4867,2
4868,14
4869,2
4870,6
4871,14
4872,2
4873,14
4874,14
4875,14
4876,14
4877,14
4878,10
4879,10
4880,10
4881,10
4882,10
4883,10
4884,10
4885,10
4886,10
4887,10
4888,10
4889,10
4890,10
4891,10
4892,10
4893,10
4894,10
4895,10
4896,10
4897,10
4898,4
4899,10
4900,10
4901,10
4902,10
4903,10
4904,10
4905,10
4906,10
4907,10
4908,10
4909,10
4910,4
4911,3
4912,3
4913,3
4914,3
4915,3
4916,3
4917,3
4918,3
4919,3
4920,3
4921,3
4922,3
4923,3
4924,25
4925,19
4926,25
4927,25
4928,25
4929,25
4930,25
4931,25
4932,25
4933,25
4934,25
4935,25
4936,13
4937,25
4938,25
4939,25
4940,25
4941,25
4942,25
4943,25
4944,25
4945,25
4946,25
4947,25
4948,25
4949,25
4950,25
4951,25
4952,25
4953,25
4954,25
4955,25
4956,2
4957,25
4958,25
4959,25
4960,13
4961,2
4962,24
4963,25
4964,25
4965,25
4966,25
4967,25
4968,25
4969,25
4970,25
4971,25
4972,19
4973,25
4974,25
4975,25
4976,25
4977,25
4978,25
4979,25
4980,25
4981,9
4982,25
4983,25
4984,25
4985,25
4986,25
4987,25
4988,25
4989,25
4990,25
4991,25
4992,25
4993,25
4994,25
4995,25
4996,25
4997,25
4998,25
4999,25
5000,25
5001,25
5002,25
5003,25
5004,6
5005,25
5006,25
5007,25
5008,25
5009,25
5010,25
5011,25
5012,25
5013,25
5014,25
5015,25
5016,25
5017,25
5018,25
5019,25
5020,25
5021,25
5022,25
5023,25
5024,25
5025,25
5026,25
5027,25
5028,24
5029,25
5030,25
5031,25
5032,25
5033,25
5034,25
5035,25
5036,25
5037,25
5038,25
5039,25
5040,25
5041,25
5042,25
5043,25
5044,25
5045,25
5046,25
5047,25
5048,25
5049,25
5050,25
5051,25
5052,25
5053,25
5054,25
5055,25
5056,25
5057,25
5058,25
5059,25
5060,25
5061,25
5062,25
5063,25
5064,25
5065,25
5066,11
5067,11
5068,11
5069,11
5070,11
5071,11
5072,11
5073,11
5074,11
5075,11
5076,11
5077,11
5078,11
5079,11
5080,7
5081,12
5082,12
5083,7
5084,7
5085,7
5086,7
5087,7
5088,7
5089,26
5090,17
5091,26
5092,26
5093,4
5094,10
5095,10
5096,10
5097,10
5098,10
5099,10
5100,10
5101,10
5102,10
5103,10
5104,10
5105,10
5106,10
5107,10
5108,7
5109,7
5110,7
5111,7
5112,12
5113,12
5114,1
5115,7
5116,12
5117,11
5118,11
5119,11
5120,11
5121,11
5122,11
5123,11
5124,11
5125,11
5126,11
5127,11
5128,11
5129,11
5130,11
5131,11
5132,11
5133,11
5134,11
5135,11
5136,11
5137,11
5138,11
5139,11
5140,11
5141,11
5142,11
5143,11
5144,11
5145,11
5146,11
5147,11
5148,11
5149,11
5150,11
5151,11
5152,11
5153,11
5154,11
5155,11
5156,11
5157,11
5158,11
5159,19
5160,11
5161,11
5162,11
5163,11
5164,11
5165,11
5166,11
5167,11
5168,11
5169,11
5170,11
5171,11
5172,11
5173,11
5174,11
5175,11
5176,11
5177,11
5178,11
5179,11
5180,11
5181,11
5182,11
5183,11
5184,11
5185,11
5186,11
5187,11
5188,11
5189,11
5190,11
5191,11
5192,11
5193,11
5194,11
5195,11
5196,11
5197,11
5198,11
5199,11
5200,11
5201,11
5202,11
5203,11
5204,11
5205,11
5206,9
5207,24
5208,24
5209,12
5210,6
5211,19
5212,12
5213,12
5214,6
5215,19
5216,6
5217,19
5218,9
5219,26
5220,19
5221,1
5222,9
5223,12
5224,26
5225,9
5226,19
5227,6
5228,9
5229,19
5230,26
5231,26
5232,9
5233,2
5234,9
5235,26
5236,9
5237,26
5238,26
5239,26
5240,9
5241,6
5242,24
5243,12
5244,26
5245,9
5246,9
5247,26
5248,9
5249,2
5250,12
5251,9
5252,9
5253,9
5254,19
5255,12
5256,6
5257,6
5258,17
5259,17
5260,3
5261,1
5262,3
5263,3
5264,3
5265,3
5266,3
5267,17
5268,3
5269,3
5270,17
5271,3
5272,3
5273,3
5274,3
5275,3
5276,3
5277,3
5278,3
5279,3
5280,3
5281,3
5282,3
5283,11
5284,11
5285,19
5286,9
5287,26
5288,9
5289,26
5290,9
5291,24
5292,24
5293,26
5294,26
5295,9
5296,19
5297,19
5298,9
5299,26
5300,26
5301,26
5302,26
5303,26
5304,26
5305,26
5306,26
5307,26
5308,17
5309,17
5310,26
5311,17
5312,22
5313,10
5314,10
5315,22
5316,10
5317,22
5318,10
5319,10
5320,10
5321,10
5322,10
5323,4
5324,10
5325,10
5326,10
5327,10
5328,10
5329,10
5330,10
5331,10
5332,22
5333,22
5334,4
5335,22
5336,22
5337,10
5338,10
5339,10
5340,10
5341,22
5342,10
5343,10
5344,10
5345,10
5346,22
5347,22
5348,10
5349,10
5350,10
5351,10
5352,4
5353,22
5354,10
5355,10
5356,10
5357,10
5358,10
5359,10
5360,10
5361,10
5362,10
5363,2
5364,4
5365,4
5366,10
5367,10
5368,21
5369,10
5370,10
5371,10
5372,10
5373,10
5374,10
5375,4
5376,10
5377,10
5378,22
5379,10
5380,10
5381,10
5382,10
5383,10
5384,22
5385,22
5386,10
5387,10
5388,10
5389,10
5390,10
5391,4
5392,10
5393,22
5394,10
5395,10
5396,22
5397,27
5398,27
5399,27
5400,27
5401,27
5402,27
5403,27
5404,27
5405,27
5406,27
5407,27
5408,27
5409,27
5410,27
5411,27
5412,27
5413,27
5414,27
5415,27
5416,27
5417,27
5418,2
5419,4
5420,2
5421,14
5422,2
5423,21
5424,2
5425,2
5426,2
5427,2
5428,21
5429,2
5430,2
5431,2
5432,2
5433,2
5434,2
5435,4
5436,21
5437,2
5438,2
5439,2
5440,2
5441,2
5442,8
5443,2
5444,2
5445,2
5446,8
5447,2
5448,2
5449,2
5450,4
5451,6
5452,2
5453,2
5454,2
5455,2
5456,2
5457,4
5458,2
5459,4
5460,4
5461,2
5462,2
5463,4
5464,2
5465,2
5466,2
5467,4
5468,2
5469,4
5470,2
5471,2
5472,2
5473,2
5474,2
5475,6
5476,4
5477,2
5478,2
5479,2
5480,16
5481,2
5482,22
5483,2
5484,6
5485,21
5486,2
5487,2
5488,2
5489,7
5490,6
5491,4
5492,2
5493,2
5494,2
5495,2
5496,6
5497,2
5498,2
5499,4
5500,2
5501,2
5502,2
5503,2
5504,2
5505,2
5506,2
5507,2
5508,2
5509,2
5510,2
5511,14
5512,12
5513,2
5514,4
5515,21
5516,12
5517,2
5518,16
5519,2
5520,2
5521,8
5522,2
5523,6
5524,2
5525,6
5526,2
5527,21
5528,2
5529,2
5530,2
5531,4
5532,4
5533,3
5534,3
5535,3
5536,12
5537,3
5538,3
5539,3
5540,27
5541,27
5542,27
5543,27
5544,27
5545,10
5546,10
5547,10
5548,10
5549,10
5550,10
5551,10
5552,10
5553,10
5554,22
5555,10
5556,10
5557,6
5558,22
5559,10
5560,4
5561,4
5562,2
5563,10
5564,22
5565,10
5566,10
5567,10
5568,10
5569,4
5570,22
5571,10
5572,10
5573,10
5574,16
5575,18
5576,19
5577,16
5578,16
5579,18
5580,18
5581,18
5582,18
5583,26
5584,24
5585,1
5586,18
5587,7
5588,18
5589,18
5590,18
5591,1
5592,18
5593,18
5594,1
5595,18
5596,24
5597,1
5598,18
5599,18
5600,18
5601,18
5602,12
5603,19
5604,16
5605,18
5606,18
5607,18
5608,16
5609,18
5610,1
5611,18
5612,18
5613,18
5614,18
5615,18
5616,24
5617,18
5618,16
5619,16
5620,18
5621,18
5622,1
5623,19
5624,18
5625,18
5626,19
5627,18
5628,18
5629,16
5630,18
5631,24
5632,16
5633,26
5634,18
5635,18
5636,18
5637,18
5638,18
5639,24
5640,18
5641,18
5642,18
5643,18
5644,18
5645,1
5646,18
5647,16
5648,19
5649,12
5650,16
5651,9
5652,18
5653,18
5654,18
5655,16
5656,18
5657,19
5658,16
5659,16
5660,16
5661,11
5662,11
5663,11
5664,11
5665,11
5666,11
5667,11
5668,6
5669,12
5670,24
5671,7
5672,7
5673,7
5674,19
5675,7
5676,21
5677,9
5678,26
5679,9
5680,26
5681,26
5682,13
5683,9
5684,24
5685,9
5686,26
5687,24
5688,21
5689,11
5690,6
5691,2
5692,9
5693,26
5694,16
5695,6
5696,26
5697,16
5698,11
5699,11
5700,11
5701,11
5702,11
5703,11
5704,11
5705,11
5706,11
5707,11
5708,11
5709,11
5710,11
5711,11
5712,11
5713,11
5714,11
5715,11
5716,13
5717,18
5718,18
5719,1
5720,12
5721,24
5722,18
5723,26
5724,18
5725,18
5726,18
5727,18
5728,18
5729,18
5730,18
5731,16
5732,18
5733,18
5734,18
5735,18
5736,18
5737,18
5738,18
5739,18
5740,13
5741,16
5742,13
5743,18
5744,18
5745,18
5746,13
5747,18
5748,16
5749,18
5750,13
5751,13
5752,13
5753,13
5754,13
5755,18
5756,19
5757,12
5758,18
5759,24
5760,19
5761,18
5762,18
5763,18
5764,16
5765,19
5766,18
5767,19
5768,18
5769,18
5770,16
5771,1
5772,16
5773,18
5774,19
5775,24
5776,26
5777,9
5778,26
5779,26
5780,26
5781,26
5782,26
5783,19
5784,9
5785,12
5786,26
5787,26
5788,7
5789,26
5790,16
5791,17
5792,26
5793,26
5794,26
5795,9
5796,26
